PACKAGE,CLASS,LINUX,MAC,WINDOWS,TOTAL
org.jhotdraw.draw.action,GenericListener.new GenericListener.DefaultInvoker() {...},0,0,0,2
org.jhotdraw.draw.action,GroupAction,4,4,4,7
org.jhotdraw.draw.action,GroupAction.new CompositeEdit() {...},0,0,0,4
org.jhotdraw.draw.action,ImageBevelBorder,0,0,0,6
org.jhotdraw.draw.action,IncludeSqlStatementAction,1,3,3,3
org.jhotdraw.draw.action,LineDecorationIcon,0,0,0,4
org.jhotdraw.draw.action,MoveAction,2,2,2,2
org.jhotdraw.draw.action,MoveAction.East,1,1,1,1
org.jhotdraw.draw.action,MoveAction.North,1,1,1,1
org.jhotdraw.draw.action,MoveAction.South,1,1,1,1
org.jhotdraw.draw.action,MoveAction.West,1,1,1,1
org.jhotdraw.draw.action,MoveConstrainedAction,2,2,2,2
org.jhotdraw.draw.action,MoveConstrainedAction.East,1,1,1,1
org.jhotdraw.draw.action,MoveConstrainedAction.North,1,1,1,1
org.jhotdraw.draw.action,MoveConstrainedAction.South,1,1,1,1
org.jhotdraw.draw.action,MoveConstrainedAction.West,1,1,1,1
org.jhotdraw.draw.action,MoveToBackAction,4,4,4,4
org.jhotdraw.draw.action,MoveToBackAction.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw.action,MoveToFrontAction,4,4,4,4
org.jhotdraw.draw.action,MoveToFrontAction.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw.action,PaletteMenuItemUI,0,0,0,4
org.jhotdraw.draw.action,PickAttributesAction,0,0,0,5
org.jhotdraw.draw.action,SelectAttributeTypeAction,3,3,3,3
org.jhotdraw.draw.action,SelectionColorChooserAction,0,0,0,6
org.jhotdraw.draw.action,SelectionColorIcon,0,0,0,3
org.jhotdraw.draw.action,SelectSameAction,3,3,3,3
org.jhotdraw.draw.action,StrokeIcon,0,0,0,4
org.jhotdraw.draw.action,ToggleGridAction,0,0,0,6
org.jhotdraw.draw.action,UngroupAction,4,4,4,7
org.jhotdraw.draw.action,UngroupAction.new CompositeEdit() {...},0,0,0,3
org.jhotdraw.draw.action,VerticalGridLayout,5,5,5,21
org.jhotdraw.draw.action,ZoomAction,2,2,2,3
org.jhotdraw.draw.action,ZoomAction.new Runnable() {...},2,2,2,2
org.jhotdraw.draw.action,ZoomEditorAction,0,0,0,3
org.jhotdraw.draw,ArrowTip,0,0,0,7
org.jhotdraw.draw,AtributoChaveFigure,8,8,12,12
org.jhotdraw.draw,AtributoChaveFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,AtributoChaveParcialFigure,10,8,12,12
org.jhotdraw.draw,AtributoChaveParcialFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,AtributoDerivadoFigure,9,10,10,10
org.jhotdraw.draw,AtributoDerivadoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,AtributoFigure,12,12,12,12
org.jhotdraw.draw,AtributoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,AtributoMultivaloradoFigure,8,8,12,12
org.jhotdraw.draw,AtributoMultivaloradoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,AttributeChangeEdit,0,0,0,4
org.jhotdraw.draw,AttributeKey,9,9,9,20
org.jhotdraw.draw,AttributeKey.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,AttributeKeys,9,9,9,10
org.jhotdraw.draw,AttributeKeys.Orientation,2,2,2,4
org.jhotdraw.draw,AttributeKeys.StrokePlacement,3,3,3,4
org.jhotdraw.draw,AttributeKeys.StrokeType,3,3,3,4
org.jhotdraw.draw,AttributeKeys.Underfill,3,3,3,4
org.jhotdraw.draw,AttributeKeys.WindingRule,2,2,2,4
org.jhotdraw.draw,BezierControlPointHandle,0,0,0,16
org.jhotdraw.draw,BezierFigure,33,32,33,57
org.jhotdraw.draw,BezierFigure.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,BezierLabelLocator,3,3,3,8
org.jhotdraw.draw,BezierNodeEdit,1,1,1,6
org.jhotdraw.draw,BezierNodeHandle,14,16,14,18
org.jhotdraw.draw,BezierNodeHandle.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,BezierOutlineHandle,6,6,6,9
org.jhotdraw.draw,BezierPointLocator,0,0,0,5
org.jhotdraw.draw,BezierScaleHandle,0,0,0,10
org.jhotdraw.draw,BezierTool,0,0,0,17
org.jhotdraw.draw,BezierTool.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,BidirectionalConnectionTool,0,0,0,36
org.jhotdraw.draw,BorderRectangleFigure,0,0,0,3
org.jhotdraw.draw,BoundsOutlineHandle,5,5,5,8
org.jhotdraw.draw,ChopBezierConnector,1,1,1,3
org.jhotdraw.draw,ChopDiamondConnector,0,0,0,3
org.jhotdraw.draw,ChopEllipseConnector,0,0,0,5
org.jhotdraw.draw,ChopRectangleConnector,5,5,5,5
org.jhotdraw.draw,ChopRoundRectangleConnector,0,0,0,3
org.jhotdraw.draw,ChopTriangleConnector,0,0,0,3
org.jhotdraw.draw,CircleFigure,10,10,10,14
org.jhotdraw.draw,CloseHandle,0,0,0,7
org.jhotdraw.draw,CompositeFigure,0,0,0,1
org.jhotdraw.draw,CompositeTransformEdit,0,0,0,10
org.jhotdraw.draw,ConnectionEndHandle,3,3,3,8
org.jhotdraw.draw,ConnectionStartHandle,3,3,3,8
org.jhotdraw.draw,ConnectionTool,14,13,14,17
org.jhotdraw.draw,ConnectionTool.new AbstractUndoableEdit() {...},1,1,1,4
org.jhotdraw.draw,ConnectorHandle,0,0,0,17
org.jhotdraw.draw,ConnectorHandle.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,CreationTool,9,9,9,16
org.jhotdraw.draw,CreationTool.new AbstractUndoableEdit() {...},1,1,2,4
org.jhotdraw.draw,DefaultDrawing,22,21,22,25
org.jhotdraw.draw,DefaultDrawingEditor,13,14,13,20
org.jhotdraw.draw,DefaultDrawingEditor.new FocusListener() {...},3,3,3,3
org.jhotdraw.draw,DefaultDrawing.FigureHandler,4,3,4,5
org.jhotdraw.draw,DefaultDrawingView,55,58,56,65
org.jhotdraw.draw,DefaultDrawingViewBeanInfo,0,0,0,13
org.jhotdraw.draw,DefaultDrawingView.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw,DefaultDrawingView.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw,DefaultDrawingView.new DrawingListener() {...},2,2,2,4
org.jhotdraw.draw,DefaultDrawingView.new FigureAdapter() {...},1,1,1,2
org.jhotdraw.draw,DefaultDrawingView.new FocusListener() {...},3,3,3,3
org.jhotdraw.draw,DefaultDrawingViewTransferHandler,5,5,5,9
org.jhotdraw.draw,DefaultDrawingViewTransferHandler.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw,DefaultDrawingViewTransferHandler.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.draw,DefaultDrawingViewTransferHandler.new AbstractUndoableEdit() {...},2,2,2,4
org.jhotdraw.draw,DefaultDrawingViewTransferHandler.new DrawingListener() {...},2,2,2,4
org.jhotdraw.draw,DelegationSelectionTool,8,9,8,12
org.jhotdraw.draw,DelegationSelectionTool.new ActionListener() {...},1,1,1,2
org.jhotdraw.draw,DiamondFigure,12,12,12,15
org.jhotdraw.draw,Direction,3,3,3,4
org.jhotdraw.draw,DisjuncaoFigure,6,6,6,6
org.jhotdraw.draw,DOMStorableInputOutputFormat,9,9,9,14
org.jhotdraw.draw,DoubleLineConnectionGeneralizacaoFigure,3,3,3,3
org.jhotdraw.draw,DragTracker,4,4,4,5
org.jhotdraw.draw,DrawingEvent,5,5,5,6
org.jhotdraw.draw,DrawingPageable,1,2,6,6
org.jhotdraw.draw,DrawingPageable.new Printable() {...},0,0,2,2
org.jhotdraw.draw,ElbowLiner,0,0,0,7
org.jhotdraw.draw,EllipseFigure,11,11,11,15
org.jhotdraw.draw,EntidadeFigure,7,7,7,8
org.jhotdraw.draw,EntidadeFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,EntidadeFracaFigure,7,7,7,7
org.jhotdraw.draw,EntidadeFracaFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,EntidadeRelacionamentoFigure,7,7,7,7
org.jhotdraw.draw,EntidadeRelacionamentoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,FigureAdapter,7,6,7,8
org.jhotdraw.draw,FigureEvent,6,6,6,7
org.jhotdraw.draw,FigureLayerComparator,3,3,3,3
org.jhotdraw.draw,FigureSelectionEvent,2,2,2,4
org.jhotdraw.draw,FloatingTextArea,6,6,6,8
org.jhotdraw.draw,FloatingTextField,8,8,8,11
org.jhotdraw.draw,FontSizeHandle,4,6,3,9
org.jhotdraw.draw,FontSizeHandle.new AbstractUndoableEdit() {...},0,1,0,4
org.jhotdraw.draw,FontSizeLocator,2,2,2,3
org.jhotdraw.draw,GeneralizacaoLineConnectionFigure,2,2,2,3
org.jhotdraw.draw,GeneralPathTip,0,0,0,4
org.jhotdraw.draw,GeometryEdit,1,1,1,4
org.jhotdraw.draw,GraphicalCompositeFigure,0,0,0,29
org.jhotdraw.draw,GraphicalCompositeFigure.PresentationFigureHandler,0,0,0,5
org.jhotdraw.draw,GridConstrainer,6,6,6,9
org.jhotdraw.draw,GroupFigure,2,2,2,3
org.jhotdraw.draw,HandleEvent,3,3,3,3
org.jhotdraw.draw,HandleMulticaster,4,4,4,10
org.jhotdraw.draw,HandleTracker,6,6,6,14
org.jhotdraw.draw,HorizontalLayouter,0,0,0,3
org.jhotdraw.draw,ImageFigure,2,2,2,26
org.jhotdraw.draw,ImageInputFormat,3,2,2,10
org.jhotdraw.draw,ImageOutputFormat,5,5,5,14
org.jhotdraw.draw,ImageTool,0,0,0,4
org.jhotdraw.draw,ImageTool.new Worker() {...},0,0,0,3
org.jhotdraw.draw,LabeledDoubleLineConnectionMuitosFigure,1,1,1,1
org.jhotdraw.draw,LabeledDoubleLineConnectionUmFigure,1,1,1,1
org.jhotdraw.draw,LabeledLineConnectionFigure,24,24,24,35
org.jhotdraw.draw,LabeledLineConnectionFigure.ChildHandler,3,3,3,5
org.jhotdraw.draw,LabeledLineConnectionMuitosFigure,1,1,1,1
org.jhotdraw.draw,LabeledLineConnectionUmFigure,1,1,1,1
org.jhotdraw.draw,LabelFigure,0,0,0,13
org.jhotdraw.draw,LineConnectionFigure,35,35,35,38
org.jhotdraw.draw,LineConnectionFigure.ConnectionHandler,3,3,3,3
org.jhotdraw.draw,LineConnectionFigure.new AbstractUndoableEdit() {...},1,1,1,3
org.jhotdraw.draw,LineConnectionGeneralizacaoFigure,3,3,3,3
org.jhotdraw.draw,LineFigure,1,1,1,4
org.jhotdraw.draw,LineFigure.new AbstractUndoableEdit() {...},0,0,0,3
org.jhotdraw.draw,ListFigure,0,0,0,2
org.jhotdraw.draw,LocatorConnector,0,0,0,7
org.jhotdraw.draw,LocatorHandle,3,3,3,4
org.jhotdraw.draw,LocatorLayouter,4,4,4,5
org.jhotdraw.draw,ModelValidation,2,2,2,2
org.jhotdraw.draw,MoveHandle,5,2,2,14
org.jhotdraw.draw,NullHandle,0,0,0,7
org.jhotdraw.draw,Options,2,2,2,3
org.jhotdraw.draw,QuadTreeDrawing,19,18,19,25
org.jhotdraw.draw,QuadTreeDrawing.FigureHandler,4,4,4,5
org.jhotdraw.draw,RectangleDiamondFigure,0,0,0,12
org.jhotdraw.draw,RectangleFigure,12,12,12,13
org.jhotdraw.draw,RelacionamentoFigure,6,7,7,7
org.jhotdraw.draw,RelacionamentoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,RelacionamentoFracoFigure,7,7,7,7
org.jhotdraw.draw,RelacionamentoFracoFigure.new FigureAdapter() {...},3,3,3,3
org.jhotdraw.draw,RelativeDecoratorLocator,0,0,0,13
org.jhotdraw.draw,RelativeLocator,18,18,18,24
org.jhotdraw.draw,ResizeHandleKit,12,12,12,13
org.jhotdraw.draw,ResizeHandleKit.EastHandle,1,3,3,3
org.jhotdraw.draw,ResizeHandleKit.NorthEastHandle,1,1,1,3
org.jhotdraw.draw,ResizeHandleKit.NorthHandle,1,2,1,3
org.jhotdraw.draw,ResizeHandleKit.NorthWestHandle,1,1,1,3
org.jhotdraw.draw,ResizeHandleKit.ResizeHandle,6,6,6,8
org.jhotdraw.draw,ResizeHandleKit.SouthEastHandle,1,1,2,3
org.jhotdraw.draw,ResizeHandleKit.SouthHandle,3,1,3,3
org.jhotdraw.draw,ResizeHandleKit.SouthWestHandle,1,1,1,3
org.jhotdraw.draw,ResizeHandleKit.WestHandle,2,1,1,3
org.jhotdraw.draw,RestoreDataEdit,0,0,0,6
org.jhotdraw.draw,RotateHandle,0,0,0,11
org.jhotdraw.draw,RoundRectangleFigure,0,0,0,20
org.jhotdraw.draw,RoundRectangleRadiusHandle,0,0,0,8
org.jhotdraw.draw,SelectAreaTracker,8,8,8,8
org.jhotdraw.draw,SelectionTool,21,21,21,21
org.jhotdraw.draw,SetBoundsEdit,0,0,0,6
org.jhotdraw.draw,SlantedLiner,0,0,0,7
org.jhotdraw.draw,SobreposicaoFigure,6,6,6,6
org.jhotdraw.draw,StickyRectangleConnector,0,0,0,12
org.jhotdraw.draw,TerraFigureList,0,0,0,10
org.jhotdraw.draw,TerraFigureList.new FigureSelectionListener() {...},0,0,0,2
org.jhotdraw.draw,TerraFigureList.new KeyAdapter() {...},0,0,0,2
org.jhotdraw.draw,TerraFigureList.new ListSelectionListener() {...},0,0,0,2
org.jhotdraw.draw,TerraFigureTree,14,12,14,14
org.jhotdraw.draw,TerraFigureTree.new FigureSelectionListener() {...},2,2,2,2
org.jhotdraw.draw,TerraFigureTree.new KeyAdapter() {...},2,2,2,2
org.jhotdraw.draw,TerraFigureTree.new TreeSelectionListener() {...},2,2,2,2
org.jhotdraw.draw,TerraFigureTree.TerraTreeCellRenderer,3,3,3,3
org.jhotdraw.draw,TerraResizeEventFunctions,4,4,4,5
org.jhotdraw.draw,TextAreaFigure,31,31,32,37
org.jhotdraw.draw,TextAreaTool,8,8,8,11
org.jhotdraw.draw,TextFigure,32,32,32,37
org.jhotdraw.draw,TextInputFormat,4,2,2,10
org.jhotdraw.draw,TextItalicoFigure,3,3,3,4
org.jhotdraw.draw,TextNegritoFigure,2,2,2,2
org.jhotdraw.draw,TextOverflowHandle,4,4,4,8
org.jhotdraw.draw,TextTool,7,8,8,11
org.jhotdraw.draw,ToolEvent,3,3,3,4
org.jhotdraw.draw,TransformEdit,5,5,5,8
org.jhotdraw.draw,TransformHandleKit,11,11,11,13
org.jhotdraw.draw,TransformHandleKit.EastHandle,3,3,3,3
org.jhotdraw.draw,TransformHandleKit.NorthEastHandle,1,2,2,3
org.jhotdraw.draw,TransformHandleKit.NorthHandle,3,1,3,3
org.jhotdraw.draw,TransformHandleKit.NorthWestHandle,2,2,2,3
org.jhotdraw.draw,TransformHandleKit.SouthEastHandle,2,2,2,3
org.jhotdraw.draw,TransformHandleKit.SouthHandle,2,2,3,3
org.jhotdraw.draw,TransformHandleKit.SouthWestHandle,1,1,2,3
org.jhotdraw.draw,TransformHandleKit.TransformHandle,6,6,7,8
org.jhotdraw.draw,TransformHandleKit.WestHandle,3,2,2,3
org.jhotdraw.draw,TriangleFigure,0,0,0,19
org.jhotdraw.draw,TriangleRotationHandler,0,0,0,8
org.jhotdraw.draw,UniaoFigure,6,6,6,6
org.jhotdraw.draw,VerticalLayouter,0,0,0,3
org.jhotdraw.enums,AttributeTypeEnum,7,7,7,8
org.jhotdraw.geom,Bezier,0,0,0,31
org.jhotdraw.geom,BezierPath,20,20,20,42
org.jhotdraw.geom,BezierPathIterator,7,7,7,8
org.jhotdraw.geom,BezierPath.Node,11,12,11,18
org.jhotdraw.geom,Dimension2DDouble,1,1,1,11
org.jhotdraw.geom,DoubleStroke,4,4,4,6
org.jhotdraw.geom,Geom,9,9,9,41
org.jhotdraw.geom,GrowStroke,0,0,0,2
org.jhotdraw.geom,Insets2D,2,2,2,11
org.jhotdraw.geom,Insets2D.Double,6,6,6,7
org.jhotdraw.geom,Insets2D.Float,0,0,0,8
org.jhotdraw.geom,QuadTree,6,6,6,9
org.jhotdraw.geom,QuadTree.QuadNode,6,7,7,9
org.jhotdraw.geom,Shapes,1,1,1,2
org.jhotdraw.gui,Arrangeable.Arrangement,0,0,0,4
org.jhotdraw.gui,AttributeFieldEventHandler,0,0,0,19
org.jhotdraw.gui.datatransfer,CompositeTransferable,5,5,5,6
org.jhotdraw.gui.datatransfer,ImageTransferable,2,4,4,4
org.jhotdraw.gui.datatransfer,InputStreamTransferable,5,5,5,5
org.jhotdraw.gui.event,SheetEvent,5,5,5,9
org.jhotdraw.gui,JDoubleAttributeField,0,0,0,20
org.jhotdraw.gui,JDoubleAttributeFieldBeanInfo,0,0,0,13
org.jhotdraw.gui,JDoubleAttributeField.new ActionListener() {...},0,0,0,2
org.jhotdraw.gui,JDoubleAttributeField.new DocumentListener() {...},0,0,0,4
org.jhotdraw.gui,JDoubleAttributeSlider,0,0,0,15
org.jhotdraw.gui,JDoubleAttributeSliderBeanInfo,0,0,0,13
org.jhotdraw.gui,JDoubleAttributeSlider.ChangeHandler,0,0,0,2
org.jhotdraw.gui,JDoubleAttributeSlider.EditorEventHandler,0,0,0,3
org.jhotdraw.gui,JDoubleAttributeSlider.new AbstractUndoableEdit() {...},0,0,0,4
org.jhotdraw.gui,JDoubleAttributeSlider.new PropertyChangeListener() {...},0,0,0,2
org.jhotdraw.gui,JPopupButton,8,7,7,17
org.jhotdraw.gui,JPopupButton.ActionPropertyHandler,1,1,1,2
org.jhotdraw.gui,JPopupButtonBeanInfo,0,0,0,13
org.jhotdraw.gui,JPopupButton.FormListener,5,5,5,6
org.jhotdraw.gui,JSheet,25,25,25,43
org.jhotdraw.gui,JSheet.new ActionListener() {...},0,2,0,2
org.jhotdraw.gui,JSheet.new ActionListener() {...},0,0,0,2
org.jhotdraw.gui,JSheet.new ActionListener() {...},2,0,2,2
org.jhotdraw.gui,JSheet.new ComponentAdapter() {...},2,2,2,2
org.jhotdraw.gui,JSheet.new ComponentAdapter() {...},1,1,1,2
org.jhotdraw.gui,JSheet.new PropertyChangeListener() {...},2,2,2,2
org.jhotdraw.gui,JSheet.new WindowAdapter() {...},1,1,1,2
org.jhotdraw.gui,JSheet.new WindowAdapter() {...},1,2,1,4
org.jhotdraw.gui,JStringAttributeArea,0,0,0,12
org.jhotdraw.gui,JStringAttributeAreaBeanInfo,0,0,0,13
org.jhotdraw.gui,JStringAttributeArea.EditorEventHandler,0,0,0,3
org.jhotdraw.gui,JStringAttributeArea.new DocumentListener() {...},0,0,0,4
org.jhotdraw.gui,JStringAttributeArea.new PropertyChangeListener() {...},0,0,0,2
org.jhotdraw.gui,JStringAttributeField,0,0,0,12
org.jhotdraw.gui,JStringAttributeFieldBeanInfo,0,0,0,13
org.jhotdraw.gui,JStringAttributeField.EditorEventHandler,0,0,0,3
org.jhotdraw.gui,JStringAttributeField.new ActionListener() {...},0,0,0,2
org.jhotdraw.gui,JStringAttributeField.new DocumentListener() {...},0,0,0,4
org.jhotdraw.gui,JStringAttributeField.new PropertyChangeListener() {...},0,0,0,2
org.jhotdraw.gui,MDIDesktopManager,0,0,0,7
org.jhotdraw.gui,MDIDesktopPane,0,0,0,12
org.jhotdraw.gui,PlacardScrollPaneLayout,2,2,2,2
org.jhotdraw.gui,PlacardScrollPaneLayout.UIResource,0,0,0,1
org.jhotdraw.gui,Worker,4,4,4,5
org.jhotdraw.gui,Worker.new Runnable() {...},2,2,2,2
org.jhotdraw.io,Base64,0,0,0,18
org.jhotdraw.io,Base64.InputStream,0,0,0,4
org.jhotdraw.io,Base64.OutputStream,0,0,0,8
org.jhotdraw.io,ExtensionFileFilter,2,1,2,6
org.jhotdraw.io,StreamPosTokenizer,0,0,0,29
org.jhotdraw.samples.draw,DrawApplet,0,0,0,13
org.jhotdraw.samples.draw,DrawApplet.new Runnable() {...},0,0,0,2
org.jhotdraw.samples.draw,DrawApplet.new Worker() {...},0,0,0,3
org.jhotdraw.samples.draw,DrawApplicationModel,5,6,5,6
org.jhotdraw.samples.draw,DrawFigureFactory,2,2,2,2
org.jhotdraw.samples.draw,DrawingPanel,0,0,0,8
org.jhotdraw.samples.draw,DrawingPanelBeanInfo,0,0,0,13
org.jhotdraw.samples.draw,DrawLiveConnectApplet,0,0,0,1
org.jhotdraw.samples.draw,DrawProject,15,15,15,17
org.jhotdraw.samples.draw,DrawProject.new PropertyChangeListener() {...},2,2,2,2
org.jhotdraw.samples.draw,DrawProject.new Runnable() {...},2,2,2,2
org.jhotdraw.samples.draw,Main,1,1,1,2
org.jhotdraw.samples.draw,TerraProject,3,3,3,3
org.jhotdraw.undo,CompositeEdit,2,2,5,11
org.jhotdraw.undo,NonUndoableEdit,0,0,0,3
org.jhotdraw.undo,UndoRedoManager,12,12,12,21
org.jhotdraw.undo,UndoRedoManager.new AbstractUndoableEdit() {...},1,1,1,3
org.jhotdraw.undo,UndoRedoManager.RedoAction,1,1,1,2
org.jhotdraw.undo,UndoRedoManager.UndoAction,1,1,1,2
org.jhotdraw.util,LocaleUtil,1,1,1,3
org.jhotdraw.util,Methods,1,6,1,23
org.jhotdraw.util.prefs,PreferencesUtil,2,2,2,6
org.jhotdraw.util.prefs,PreferencesUtil.new ComponentAdapter() {...},3,2,3,3
org.jhotdraw.util.prefs,PreferencesUtil.new ComponentAdapter() {...},0,3,0,2
org.jhotdraw.util.prefs,PreferencesUtil.new ComponentAdapter() {...},0,0,0,3
org.jhotdraw.util.prefs,ToolBarPrefsHandler,8,0,8,9
org.jhotdraw.util,ResourceBundleUtil,15,16,15,25
org.jhotdraw.util,ReversedList,3,3,3,3
org.jhotdraw.xml.css,CSSParser,0,0,0,7
org.jhotdraw.xml.css,CSSRule,0,0,0,9
org.jhotdraw.xml.css,CSSRule.SelectorType,0,0,0,4
org.jhotdraw.xml.css,StyleManager,0,0,0,4
org.jhotdraw.xml,DefaultDOMFactory,9,9,9,11
org.jhotdraw.xml,JavaxDOMInput,0,0,0,20
org.jhotdraw.xml,JavaxDOMOutput,0,0,0,22
org.jhotdraw.xml,NanoXMLDOMInput,17,17,17,18
org.jhotdraw.xml,NanoXMLDOMOutput,14,14,14,22
org.jhotdraw.xml,XMLTransferable,0,0,0,5
